,annotation,content,user
239,"{'notes': '', 'label': ['1']}",Hi new friend! I like your personality.super cool:) Yeah I forgot it is like 9 am there..that sucks!,omgitsjo
240,"{'notes': '', 'label': ['1']}",damn that sucks..I hope you are ok now,catrienmaxwell
241,"{'notes': '', 'label': ['1']}",haha! No. We have a new stand up board at work and we have barstools to sit on. I hate them!,nicci718
242,"{'notes': '', 'label': ['1']}",Excited that yr friends get to see yr show. I hate them. ;) No  rly  I do. .....Sad that tonite is last show.  Hard to say goodbye?,meganminesinger
243,"{'notes': '', 'label': ['1']}","Thanks. Nothing just watching ""Jack ass"". Are you having fun doing nothing over there?",nicole___
244,"{'notes': '', 'label': ['1']}",Well  that's upsetting. We can party it up over here. Jack's ass is quite enjoyable thank you,JBarrick
245,"{'notes': '', 'label': ['1']}",Fuck. Well  you can for a low cost of 19.99 with shipping and handling. But that's only if you really want to.,gregcronin
246,"{'notes': '', 'label': ['1']}",Fuck again. Call 1800QZAK. Then your problems will be solved. I might even get you a discount,Lisaherrity
247,"{'notes': '', 'label': ['1']}",If you stay home to twitter and have a martini on NYE does that make you a loser?  don't answer that...  I don't want to know,princessseli
248,"{'notes': '', 'label': ['1']}",you're a fucking maniac.,Artiel87
249,"{'notes': '', 'label': ['1']}",its ok decided not to go to fam party. going back to bed. wtf moon i hate you. wtf life. dead.,jasminpatry
250,"{'notes': '', 'label': ['1']}",HAHA WHYYYYY do you hate my school!? NOOOOOO :(:(:,saraguilford12
251,"{'notes': '', 'label': ['1']}",FUCK SUNDAY im super bummed.,realin
252,"{'notes': '', 'label': ['1']}",whelchers fuckin suck ass!,gregcronin
253,"{'notes': '', 'label': ['1']}",some peoples drama just sucks!,Steponme2418
254,"{'notes': '', 'label': ['1']}",well that sux donkey dick. No interwebs is kinda a pain for ur work.,benboarder
255,"{'notes': '', 'label': ['1']}",Then she changed roles and she is a little less bitch from hell but still  her sting has too much barb.,SupernovaGirl
256,"{'notes': '', 'label': ['1']}",today feels like sunday.....damn lol,latoyanlegania
257,"{'notes': '', 'label': ['1']}",Damn didnt even see that lol  : /,taspence
258,"{'notes': '', 'label': ['1']}",HATE THAT...happened to me today i was like...YOUR WELCOME *cut eye* and walked back out lol,lizzzzlemon
259,"{'notes': '', 'label': ['1']}",i hate hate hate it with a passion!! lol...i know the calls are recorded i talk mad shyt down the phone LOL!!!,russbaker
260,"{'notes': '', 'label': ['1']}",don't you hate that?  Though I have so much product to make by the weekend I wish it was Tuesday.,hypnoticzexy
261,"{'notes': '', 'label': ['1']}",i think its a cultural fad.. starbucks coffee sucks and its wayy overpriced.,debbieseraphina
262,"{'notes': '', 'label': ['1']}",i just deleted all the people that i have on my facebook off myspace Damn if everyone switched i could just delete the account,tshamysboo
263,"{'notes': '', 'label': ['1']}",no! I think UofA's navy jerseys on white pants rule.  And all red sucks. But seeing BYUs colors  I guess all red makes sense.,husqvarna
264,"{'notes': '', 'label': ['1']}",here 2!Another big storm is blowing our way. I hope it waits until I'm home from work b4 it starts snowing. Hate driving in it!,VirtueIMC
265,"{'notes': '', 'label': ['1']}",no i think you will hate it. Its a bunch of dirty work.,godzgurl
266,"{'notes': '', 'label': ['1']}",the iced media party. Long ass day at the office  time for a drink or 3,dancingmanikin
267,"{'notes': '', 'label': ['1']}",easy! keyshia sucks. It's pathetic when an actor makes a better album in his 3rd profession (act  stand up) than you do in your first,iggyp
268,"{'notes': '', 'label': ['1']}",@TheflyGIRL Done! But I must tell you  that negro got a hard ass head. My elbow hurts...,sarochka
269,"{'notes': '', 'label': ['1']}",LOL at the Razor Ramon shit. I surely was gonna Ultimate Warrior his ass. Shaking the ropes and the whole 9!,flowerlilly
270,"{'notes': '', 'label': ['1']}",You done started something! Got me all nostalgic and shit KNOWING good and damn well I got work to do...LOL,themangoman
271,"{'notes': '', 'label': ['1']}",@mekdot yo...heroes sucks!!! I loved season 1  despised 2 and feel like season 3 is a lousy high school special. BOO HISS BOO!!,marybacchus
272,"{'notes': '', 'label': ['1']}",That sucks  they owe you much?,bliumchik
273,"{'notes': '', 'label': ['1']}",Boo  to be fair they shouldn't give away your room. Kick their ass!,finnsig
274,"{'notes': '', 'label': ['1']}",Wow  that's bad-ass. You're like Stanley now. Well  even more so...,iCalvin
275,"{'notes': '', 'label': ['1']}",lol figured. So anyway  anna is still being a bitch(sorry for the language) She doesnt want to go on the trip. So now onto plan B,sammysokol
276,"{'notes': '', 'label': ['1']}",anna just has to ruin the holidays for me  just like every year. Damn you anna!,JWard86
277,"{'notes': '', 'label': ['1']}",rock out with ur cock out dude!!!,dgvirtual
278,"{'notes': '', 'label': ['1']}",that's a shame  I hate having to unfollow someone! :-P,ForzaRagazza
279,"{'notes': '', 'label': ['1']}",BIG FAT HARD HAWAIIAN DICK. Too much?,jasminedesiree
280,"{'notes': '', 'label': ['1']}", i hate that too - i have blocked a few of stalker / serial networkers on fb too.  maybe they should tweet first?,kortt
281,"{'notes': '', 'label': ['1']}",LOL - nah  that's just what we tell the loser guests that we usually toss down in the newsroom!! oh  wait...,__Susan__
282,"{'notes': '', 'label': ['1']}",Israelis to Spanish FM ... Kiss my ass.,aoski
283,"{'notes': '', 'label': ['1']}",No  but I'm saying that money that has gone into Gaza SHOULD be feeding people  not waging war and breding hate.,wcarss
284,"{'notes': '', 'label': ['1']}",I had a dream involving a rhino chasing me because of my polo cologne. Everyone says it represents a fat woman. My life sucks.,drtaru
285,"{'notes': '', 'label': ['1']}",Taking the piss = talking trash  perhaps,mumu1210
286,"{'notes': '', 'label': ['1']}",& @babysinead that dude is a fucking PSYCHO. i turned down working for him and he told ppl that I DID and that i was TROUBLE.,nyracat
287,"{'notes': '', 'label': ['1']}",& @babysinead i've never even met him in person. he's a fucking douche.,Stereo_Skyline
288,"{'notes': '', 'label': ['1']}",I get that too! It sucks!,veelishus
289,"{'notes': '', 'label': ['1']}",hey fag why you gotta ask the whole world!? j/k your awesome,usagiko
290,"{'notes': '', 'label': ['1']}",gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,weisenly
291,"{'notes': '', 'label': ['1']}",Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,ChrisJNewman
292,"{'notes': '', 'label': ['1']}",Damn skippy. I should be dead 10 times over......,stefanip
293,"{'notes': '', 'label': ['1']}",Its foggy as hell here too. Looks like damn Seattle.,luannem
294,"{'notes': '', 'label': ['1']}",lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),krissivee
295,"{'notes': '', 'label': ['1']}",Do you really have a big man ass?,Angela004
296,"{'notes': '', 'label': ['1']}",i don't know that bambi's ass is a nice place. LOL,Nrose09
297,"{'notes': '', 'label': ['1']}",attention whore!,jennhelvering
298,"{'notes': '', 'label': ['1']}",I laughed so hard when I first heard because my gay husband (good friend  lol) says code 3 when he has an emergency,FeedMeTrance
299,"{'notes': '', 'label': ['1']}",http://twitpic.com/xipq - this only makes me hate having a verizon contract even more.  erg.,BATMANNN
300,"{'notes': '', 'label': ['1']}",no guarantees.  hate the place. I'm ust going there to make sure my parents are still alive.,MorganWillis
301,"{'notes': '', 'label': ['1']}",AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,AUSTINMONIQUE
302,"{'notes': '', 'label': ['1']}",Praying for your grandmother and your momma. I hate that they are facing so much.,Arneenxx
303,"{'notes': '', 'label': ['1']}",bitch please your gorgeous,elamparuthi
304,"{'notes': '', 'label': ['1']}",i fucking hate that word  hahaha.,Ps8612
305,"{'notes': '', 'label': ['1']}",i know  haha. 1408 is so gay. i don't even know why i'm watching it.,ARExistence
306,"{'notes': '', 'label': ['1']}",omg - that sucks arse! I am so sorry =/,dEnNy_333
307,"{'notes': '', 'label': ['1']}",Sounds like good times. I'm in the office until 7:00 and then I'll probably go for a run. I'm a fat boy getting fatter.,Tuhtsqueen
308,"{'notes': '', 'label': ['1']}",Ye Olde Cock looks nice.,karlcswanson
309,"{'notes': '', 'label': ['1']}",sure you can  I'll hide the flashlight. go emo go!,sarawang
310,"{'notes': '', 'label': ['1']}",emang lagu2nya emo? bukannya mellow? :D,voguea
311,"{'notes': '', 'label': ['1']}",gitu emo jaman dulu ya :D,SPYSG
312,"{'notes': '', 'label': ['1']}",Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.,colorful_kelsey
313,"{'notes': '', 'label': ['1']}",I thinks you meant to say that TWILIGHT was epic fail  not your mistake. I hate stephanie meyer and I've never even met her.,hotrodlopez
314,"{'notes': '', 'label': ['1']}",lawl. Sucks to be THEM  then.,wandafay
315,"{'notes': '', 'label': ['1']}",I'd die first. Damn fareway.,TiM_Cunningham
316,"{'notes': '', 'label': ['1']}",LMAO! He's horrible. The Beatles changed the fucking WORLD! And are still an icon to this day. Who the fuck are you?!?!?,cday88
317,"{'notes': '', 'label': ['1']}",I need to see how this ravin rabids game works first. It'd all have to be in the ass moving. Maybe not moving enough = bad oral?,lisha_e
318,"{'notes': '', 'label': ['1']}",holy fucking jesus mother  gad damnit WTF? wow.,Tanja71
319,"{'notes': '', 'label': ['1']}",really? Thank fucking god for sleeping pills!,dreaaa
320,"{'notes': '', 'label': ['1']}",dude  that pic of you in the Gold 2009 flyer looks like a friggen glamour shot  fag. hearts!,jenners101
321,"{'notes': '', 'label': ['1']}",Eff yeah! give @jeffreyparadise and @richiepanic a slap on the ass for me,Fudgey84
322,"{'notes': '', 'label': ['1']}",you are fucking killing me. Please come to a party at my house next time yer in LA. Rice pilaf will be ready,tilleywilly
323,"{'notes': '', 'label': ['1']}",I hate to open the flue after a long fall. We get birds or dead squirrels...totally scary!!!!!,otherbella
324,"{'notes': '', 'label': ['1']}",depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,JamieMphoto
325,"{'notes': '', 'label': ['1']}",he won't wanna pet the guinea pig?,ylajennytambien
326,"{'notes': '', 'label': ['1']}",i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,abean2007
327,"{'notes': '', 'label': ['1']}",no prob  but watch out  it's fucking addictive!,IncomeDiscovery
328,"{'notes': '', 'label': ['1']}",re:fuck the creative industries blog post (at squares of wheat):I say:Waaaay too much empty rhetoric there. Be the Change ?,MissPassion
329,"{'notes': '', 'label': ['1']}",Did...I mention that among my new disciplines are Dementation  Dominate  Presence  and Obtenebration?  I am fucking AWESOME.,sprtsgrl04
330,"{'notes': '', 'label': ['1']}",I *really* hate housework! Then again  it was great waking up to a clean LR & kitchen! Maybe I should do it more often... :-),RedTheTrucker
331,"{'notes': '', 'label': ['1']}",I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?,larabehnert
332,"{'notes': '', 'label': ['1']}",well damn we should have had a tweet up. I was at Kona last night as well.,summerseelye
333,"{'notes': '', 'label': ['1']}",ouch! Hope your alright! :S I hate Black Ice  Almost broke my arm on it the other week :P,chimshar
334,"{'notes': '', 'label': ['1']}",eeeeew  I wanna cum ;),algaebiofuels
335,"{'notes': '', 'label': ['1']}", AAYE!!!  richard gre is NOT gay-re :P,EricaLeigh777
336,"{'notes': '', 'label': ['1']}",fuck yeah bra,hellostaci
337,"{'notes': '', 'label': ['1']}",nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?,alohasassy
338,"{'notes': '', 'label': ['1']}",Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,diet_lard
339,"{'notes': '', 'label': ['1']}",#NAME?,aeoth
340,"{'notes': '', 'label': ['1']}", GOOD! Now u can bring ur happy lil' ass over here & help me finish hanging this garland.  ;-),nicolegreen
341,"{'notes': '', 'label': ['1']}",Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,jcphoto
342,"{'notes': '', 'label': ['1']}",The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,Kevin_Lately
343,"{'notes': '', 'label': ['1']}", me too!!! I also hate closing then opening then closing shifts that gets me all out of wack.,suze2000
344,"{'notes': '', 'label': ['1']}","says ""no more pizzas for the situation room! or else we will be fat when the war is over...""",paulmoreton1978
345,"{'notes': '', 'label': ['1']}",hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,Day_Zee
346,"{'notes': '', 'label': ['1']}",I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,AnimePlanet
347,"{'notes': '', 'label': ['1']}",if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,oup
348,"{'notes': '', 'label': ['1']}",wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,aileen2u2
349,"{'notes': '', 'label': ['1']}",hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,remzology
350,"{'notes': '', 'label': ['1']}",yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,abean2007
351,"{'notes': '', 'label': ['1']}",Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,Sheezy3380
